Date;Sampling;Plot;Treat;Rep;Sub_sample;Weight;Phylum_SubPhylum;Class_SubClass;Order_SubOrder;Family_SubFamily;Genus;Species;Unclassified;Stadium;Weighted_Abundance;Trophic_level;Obs;Taxres_max
2022-07-15;2;P12;CON;4;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Larvae;6;NA;NA;Hydroglyphus
2022-07-15;2;P12;CON;4;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Rhantus;suturalis;NA;Adult;1;NA;"Enviado; Olvidado de poner en hoja pero apuntado a lista de enviados";suturalis
2022-07-15;2;P12;CON;4;N;1;Arthropoda;Insecta;Heteroptera;Gerridae;Gerris;NA;NA;NA;5;NA;NA;Gerris
2022-07-15;2;P12;CON;4;N;1;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Helochares;NA;NA;Larvae;1;NA;NA;Helochares
2022-07-15;2;P12;CON;4;N;1;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;NA;NA;1;NA;NA;fonscolombii
2022-07-15;2;P12;CON;4;Y;2;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;NA;NA;60;NA;NA;peregra
2022-07-15;2;P12;CON;4;N;1;Arthropoda;Insecta;Heteroptera;Notonectidae;Anisops;sardeus;NA;NA;12;NA;"Enviado; sin saliente en cabeza";sardeus
2022-07-15;2;P12;CON;4;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;NA;5;NA;NA;Orthocladiinae
2022-07-15;2;P12;CON;4;Y;2;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;698;NA;NA;acuta
2022-07-15;2;P12;CON;4;N;1;Mollusca;Gastropoda;Basommatophora;Planorbidae;Planorbis;carinatus;NA;NA;93;NA;NA;carinatus
2022-07-15;2;P12;CON;4;N;1;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;NA;NA;23;NA;NA;pygmaea
2022-07-15;2;P12;CON;4;N;1;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;652;NA;NA;Cyclopoida
2022-07-15;2;P13;MSD;5;N;1;Crustacea;Malacostraca;Decapoda;Cambaridae;Procambarus;clarkii;NA;NA;1;NA;NA;clarkii
2022-07-15;2;P13;MSD;5;N;1;Arthropoda;Insecta;Diptera;Ceratopogoninae;NA;NA;NA;NA;1;NA;NA;Ceratopogoninae
2022-07-15;2;P13;MSD;5;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;19;NA;NA;Chironominae
2022-07-15;2;P13;MSD;5;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;NA;1;NA;NA;Culex
2022-07-15;2;P13;MSD;5;N;1;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;NA;Adult;16;NA;NA;oryzophilus
2022-07-15;2;P13;MSD;5;N;1;Crustacea;Branchiopoda;Cladocera;Daphniidae/ Moinidae;NA;NA;NA;NA;1;NA;NA;Daphniidae/ Moinidae
2022-07-15;2;P13;MSD;5;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydaticus;NA;NA;Larvae;1;NA;NA;Hydaticus
2022-07-15;2;P13;MSD;5;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Adult;1;NA;NA;Hydroglyphus
2022-07-15;2;P13;MSD;5;Y;2;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;NA;NA;338;NA;NA;peregra
2022-07-15;2;P13;MSD;5;N;1;Arthropoda;Insecta;Heteroptera;Mesoveliidae;Mesovelia;vittigera;NA;NA;1;NA;NA;vittigera
2022-07-15;2;P13;MSD;5;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;NA;13;NA;NA;Orthocladiinae
2022-07-15;2;P13;MSD;5;Y;2;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;358;NA;NA;acuta
2022-07-15;2;P13;MSD;5;N;1;Mollusca;Gastropoda;Basommatophora;Planorbidae;Planorbis;carinatus;NA;NA;37;NA;NA;carinatus
2022-07-15;2;P13;MSD;5;N;1;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;NA;NA;4;NA;NA;pygmaea
2022-07-15;2;P13;MSD;5;N;1;NA;NA;NA;NA;NA;NA;Pupa diptero 2;NA;7;NA;NA;NA
2022-07-15;2;P13;MSD;5;N;1;NA;NA;NA;NA;NA;NA;Pupa diptero 3;NA;1;NA;NA;NA
2022-07-15;2;P13;MSD;5;N;1;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;232;NA;NA;Cyclopoida
2022-07-15;2;P14;AWD;5;N;1;Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis;NA;NA;NA;1;NA;NA;Caenis
2022-07-15;2;P14;AWD;5;N;1;Crustacea;Malacostraca;Decapoda;Cambaridae;Procambarus;clarkii;NA;NA;8;NA;NA;clarkii
2022-07-15;2;P14;AWD;5;N;1;Arthropoda;Insecta;Diptera;Ceratopogoninae;NA;NA;NA;Pupa;2;NA;NA;Ceratopogoninae
2022-07-15;2;P14;AWD;5;N;1;Arthropoda;Insecta;Diptera;Ceratopogoninae;NA;NA;NA;NA;2;NA;NA;Ceratopogoninae
2022-07-15;2;P14;AWD;5;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;Pupa;8;NA;NA;Chironominae
2022-07-15;2;P14;AWD;5;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;205;NA;NA;Chironominae
2022-07-15;2;P14;AWD;5;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;NA;NA;4;NA;NA;elegans
2022-07-15;2;P14;AWD;5;N;1;Arthropoda;Insecta;Heteroptera;Corixinae;Sigara;nigrolineata;NA;NA;5;NA;NA;nigrolineata
2022-07-15;2;P14;AWD;5;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;NA;4;NA;NA;Culex
2022-07-15;2;P14;AWD;5;N;1;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;NA;Adult;3;NA;NA;oryzophilus
2022-07-15;2;P14;AWD;5;N;1;Crustacea;Branchiopoda;Cladocera;Daphniidae/ Moinidae;NA;NA;NA;NA;2;NA;NA;Daphniidae/ Moinidae
2022-07-15;2;P14;AWD;5;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydaticus;NA;NA;Larvae;2;NA;NA;Hydaticus
2022-07-15;2;P14;AWD;5;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Adult;4;NA;NA;Hydroglyphus
2022-07-15;2;P14;AWD;5;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Larvae;3;NA;NA;Hydroglyphus
2022-07-15;2;P14;AWD;5;N;1;Annelida;Clitellata;Arhynchobdellida;Erpobdellidae;Erpobdella;NA;NA;NA;1;NA;NA;Erpobdella
2022-07-15;2;P14;AWD;5;N;1;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;NA;NA;3;NA;NA;peregra
2022-07-15;2;P14;AWD;5;N;1;Arthropoda;Insecta;Heteroptera;Notonectidae;Anisops;sardeus;NA;NA;1;NA;NA;sardeus
2022-07-15;2;P14;AWD;5;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;NA;19;NA;NA;Orthocladiinae
2022-07-15;2;P14;AWD;5;N;1;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;123;NA;NA;acuta
2022-07-15;2;P14;AWD;5;N;1;Mollusca;Gastropoda;Basommatophora;Planorbidae;Planorbis;carinatus;NA;NA;4;NA;NA;carinatus
2022-07-15;2;P14;AWD;5;N;1;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;NA;NA;2;NA;NA;pygmaea
2022-07-15;2;P14;AWD;5;N;1;NA;NA;NA;NA;NA;NA;Larva diptero 1;NA;3;NA;NA;NA
2022-07-15;2;P14;AWD;5;N;1;NA;NA;NA;NA;NA;NA;Pupa diptero 2;NA;1;NA;NA;NA
2022-07-15;2;P14;AWD;5;N;1;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;236;NA;NA;Cyclopoida
2022-07-15;2;P15;CON;5;N;1;Crustacea;Malacostraca;Decapoda;Cambaridae;Procambarus;clarkii;NA;NA;3;NA;NA;clarkii
2022-07-15;2;P15;CON;5;N;1;Arthropoda;Insecta;Diptera;Ceratopogoninae;NA;NA;NA;Pupa;2;NA;NA;Ceratopogoninae
2022-07-15;2;P15;CON;5;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;Pupa;2;NA;NA;Chironominae
2022-07-15;2;P15;CON;5;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;29;NA;NA;Chironominae
2022-07-15;2;P15;CON;5;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Coenagrion;NA;NA;NA;0;NA;NA;Coenagrion
2022-07-15;2;P15;CON;5;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;NA;NA;9;NA;NA;elegans
2022-07-15;2;P15;CON;5;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;graellsii;NA;NA;0;NA;NA;graellsii
2022-07-15;2;P15;CON;5;N;1;Arthropoda;Insecta;Heteroptera;Corixinae;Sigara;nigrolineata;NA;NA;7;NA;NA;nigrolineata
2022-07-15;2;P15;CON;5;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;Pupa;6;NA;NA;Culex
2022-07-15;2;P15;CON;5;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;NA;121;NA;NA;Culex
2022-07-15;2;P15;CON;5;N;1;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;NA;Adult;14;NA;NA;oryzophilus
2022-07-15;2;P15;CON;5;N;1;Crustacea;Branchiopoda;Cladocera;Daphniidae/ Moinidae;NA;NA;NA;NA;37;NA;NA;Daphniidae/ Moinidae
2022-07-15;2;P15;CON;5;N;1;Annelida;Clitellata;Arhynchobdellida;Erpobdellidae;Erpobdella;NA;NA;NA;1;NA;NA;Erpobdella
2022-07-15;2;P15;CON;5;N;1;Arthropoda;Insecta;Heteroptera;Gerridae;Gerris;NA;NA;NA;2;NA;NA;Gerris
2022-07-15;2;P15;CON;5;N;1;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;NA;NA;1;NA;NA;fonscolombii
2022-07-15;2;P15;CON;5;N;1;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;lefebvrii;NA;NA;0;NA;NA;lefebvrii
2022-07-15;2;P15;CON;5;Y;2;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;NA;NA;6;NA;NA;peregra
2022-07-15;2;P15;CON;5;N;1;Arthropoda;Insecta;Heteroptera;Mesoveliidae;Mesovelia;vittigera;NA;NA;4;NA;NA;vittigera
2022-07-15;2;P15;CON;5;N;1;Arthropoda;Insecta;Heteroptera;Notonectidae;Anisops;sardeus;NA;NA;2;NA;NA;sardeus
2022-07-15;2;P15;CON;5;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;NA;10;NA;NA;Orthocladiinae
2022-07-15;2;P15;CON;5;Y;2;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;142;NA;NA;acuta
2022-07-15;2;P15;CON;5;N;1;Mollusca;Gastropoda;Basommatophora;Planorbidae;Planorbis;carinatus;NA;NA;1;NA;NA;carinatus
2022-07-15;2;P15;CON;5;N;1;Arthropoda;Insecta;Diptera;Tanypodinae;NA;NA;NA;NA;16;NA;NA;Tanypodinae
2022-07-15;2;P15;CON;5;N;1;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;NA;NA;57;NA;NA;pygmaea
2022-07-15;2;P15;CON;5;N;1;NA;NA;NA;NA;NA;NA;Pupa diptero 2;NA;1;NA;NA;NA
2022-07-15;2;P15;CON;5;N;1;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;295;NA;NA;Cyclopoida
2022-08-02;3;P01;AWD;1;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;4;NA;NA;Chironominae
2022-08-02;3;P01;AWD;1;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;NA;2;NA;NA;Culex
2022-08-02;3;P01;AWD;1;N;1;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;NA;Adult;3;NA;NA;oryzophilus
2022-08-02;3;P01;AWD;1;N;1;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;NA;NA;4;NA;NA;peregra
2022-08-02;3;P01;AWD;1;N;1;Arthropoda;Insecta;Heteroptera;Notonectidae;Anisops;sardeus;NA;NA;1;NA;NA;sardeus
2022-08-02;3;P01;AWD;1;N;1;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;7;NA;NA;acuta
2022-08-02;3;P01;AWD;1;N;1;Arthropoda;Insecta;Diptera;Stratiomyidae;NA;NA;NA;NA;1;NA;NA;Stratiomyidae
2022-08-02;3;P01;AWD;1;N;1;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;NA;NA;5;NA;NA;pygmaea
2022-08-02;3;P01;AWD;1;N;1;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;91;NA;NA;Cyclopoida
2022-08-02;3;P02;MSD;1;N;1;Arthropoda;Insecta;Ephemeroptera;Baetidae;NA;NA;NA;NA;2;NA;NA;Baetidae
2022-08-02;3;P02;MSD;1;N;1;Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis;NA;NA;NA;2;NA;NA;Caenis
2022-08-02;3;P02;MSD;1;N;1;Crustacea;Malacostraca;Decapoda;Cambaridae;Procambarus;clarkii;NA;NA;1;NA;NA;clarkii
2022-08-02;3;P02;MSD;1;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;Pupa;1;NA;NA;Chironominae
2022-08-02;3;P02;MSD;1;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;13;NA;NA;Chironominae
2022-08-02;3;P02;MSD;1;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;NA;NA;26;NA;NA;elegans
2022-08-02;3;P02;MSD;1;N;1;Arthropoda;Insecta;Heteroptera;Corixinae;Sigara;nigrolineata;NA;NA;6;NA;NA;nigrolineata
2022-08-02;3;P02;MSD;1;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;NA;1;NA;NA;Culex
2022-08-02;3;P02;MSD;1;N;1;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;NA;Adult;5;NA;NA;oryzophilus
2022-08-02;3;P02;MSD;1;N;1;Crustacea;Branchiopoda;Cladocera;Daphniidae/ Moinidae;NA;NA;NA;NA;5;NA;NA;Daphniidae/ Moinidae
2022-08-02;3;P02;MSD;1;N;1;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Helochares;NA;NA;Larvae;1;NA;NA;Helochares
2022-08-02;3;P02;MSD;1;N;1;Arthropoda;Insecta;Heteroptera;Notonectidae;Anisops;sardeus;NA;NA;10;NA;NA;sardeus
2022-08-02;3;P02;MSD;1;N;1;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;19;NA;NA;acuta
2022-08-02;3;P02;MSD;1;N;1;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;NA;NA;5;NA;NA;pygmaea
2022-08-02;3;P02;MSD;1;N;1;NA;NA;NA;NA;NA;NA;No identificado 1;NA;2;NA;NA;NA
2022-08-02;3;P02;MSD;1;N;1;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;502;NA;NA;Cyclopoida
2022-08-02;3;P03;CON;1;N;1;Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis;NA;NA;NA;1;NA;NA;Caenis
2022-08-02;3;P03;CON;1;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;3;NA;NA;Chironominae
2022-08-02;3;P03;CON;1;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;NA;NA;36;NA;NA;elegans
2022-08-02;3;P03;CON;1;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;graellsii;NA;NA;10;NA;NA;graellsii
2022-08-02;3;P03;CON;1;N;1;Arthropoda;Insecta;Heteroptera;Corixinae;Sigara;nigrolineata;NA;NA;1;NA;NA;nigrolineata
2022-08-02;3;P03;CON;1;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;NA;11;NA;NA;Culex
2022-08-02;3;P03;CON;1;N;1;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;NA;Adult;9;NA;NA;oryzophilus
2022-08-02;3;P03;CON;1;N;1;Crustacea;Branchiopoda;Cladocera;Daphniidae/ Moinidae;NA;NA;NA;NA;18;NA;NA;Daphniidae/ Moinidae
2022-08-02;3;P03;CON;1;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Larvae;1;NA;NA;Hydroglyphus
2022-08-02;3;P03;CON;1;N;1;Arthropoda;Insecta;Heteroptera;Gerridae;Gerris;NA;NA;NA;1;NA;NA;Gerris
2022-08-02;3;P03;CON;1;N;1;Arthropoda;Insecta;Heteroptera;Notonectidae;Anisops;sardeus;NA;NA;2;NA;NA;sardeus
2022-08-02;3;P03;CON;1;N;1;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;85;NA;NA;acuta
2022-08-02;3;P03;CON;1;N;1;Arthropoda;Insecta;Diptera;Tanypodinae;NA;NA;NA;NA;2;NA;NA;Tanypodinae
2022-08-02;3;P03;CON;1;N;1;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;NA;NA;22;NA;NA;pygmaea
2022-08-02;3;P03;CON;1;N;1;NA;NA;NA;NA;NA;NA;No identificado 1;NA;3;NA;NA;NA
2022-08-02;3;P03;CON;1;N;1;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;475;NA;NA;Cyclopoida
2022-08-02;3;P04;MSD;2;N;1;Arthropoda;Insecta;Ephemeroptera;Baetidae;NA;NA;NA;NA;9;NA;NA;Baetidae
2022-08-02;3;P04;MSD;2;N;1;Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis;NA;NA;NA;3;NA;NA;Caenis
2022-08-02;3;P04;MSD;2;N;1;Crustacea;Malacostraca;Decapoda;Cambaridae;Procambarus;clarkii;NA;NA;2;NA;NA;clarkii
2022-08-02;3;P04;MSD;2;N;1;Arthropoda;Insecta;Diptera;Ceratopogoninae;NA;NA;NA;NA;2;NA;NA;Ceratopogoninae
2022-08-02;3;P04;MSD;2;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;21;NA;NA;Chironominae
2022-08-02;3;P04;MSD;2;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;NA;NA;42;NA;NA;elegans
2022-08-02;3;P04;MSD;2;N;1;Arthropoda;Insecta;Heteroptera;Corixinae;Sigara;nigrolineata;NA;NA;9;NA;NA;nigrolineata
2022-08-02;3;P04;MSD;2;N;1;Arthropoda;Insecta;Diptera;Culicinae;Anopheles;NA;NA;NA;1;NA;NA;Anopheles
2022-08-02;3;P04;MSD;2;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;NA;1;NA;NA;Culex
2022-08-02;3;P04;MSD;2;N;1;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Enochrus;NA;NA;Larvae;1;NA;NA;Enochrus
2022-08-02;3;P04;MSD;2;N;1;Arthropoda;Insecta;Heteroptera;Notonectidae;Anisops;sardeus;NA;NA;8;NA;NA;sardeus
2022-08-02;3;P04;MSD;2;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;NA;1;NA;NA;Orthocladiinae
2022-08-02;3;P04;MSD;2;N;1;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;38;NA;NA;acuta
2022-08-02;3;P04;MSD;2;N;1;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;NA;NA;6;NA;NA;pygmaea
2022-08-02;3;P04;MSD;2;N;1;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;317;NA;NA;Cyclopoida
2022-08-02;3;P05;AWD;2;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;11;NA;NA;Chironominae
2022-08-02;3;P05;AWD;2;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;NA;NA;2;NA;NA;elegans
2022-08-02;3;P05;AWD;2;N;1;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;NA;Adult;4;NA;NA;oryzophilus
2022-08-02;3;P05;AWD;2;N;1;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Enochrus;NA;NA;Larvae;1;NA;Enviado;Enochrus
2022-08-02;3;P05;AWD;2;N;1;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;NA;NA;1;NA;NA;peregra
2022-08-02;3;P05;AWD;2;N;1;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;1;NA;NA;acuta
2022-08-02;3;P05;AWD;2;N;1;Arthropoda;Insecta;Diptera;Stratiomyidae;NA;NA;NA;NA;1;NA;NA;Stratiomyidae
2022-08-02;3;P05;AWD;2;N;1;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;NA;NA;3;NA;NA;pygmaea
2022-08-02;3;P05;AWD;2;N;1;NA;NA;NA;NA;NA;NA;Erpobdella plana;NA;1;NA;"Enviado; Foto 193,194";NA
2022-08-02;3;P05;AWD;2;N;1;NA;NA;NA;NA;NA;NA;No identificado 1;NA;2;NA;NA;NA
2022-08-02;3;P05;AWD;2;N;1;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;142;NA;NA;Cyclopoida
2022-08-02;3;P06;CON;2;N;1;Arthropoda;Insecta;Ephemeroptera;Baetidae;NA;NA;NA;NA;1;NA;NA;Baetidae
2022-08-02;3;P06;CON;2;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;4;NA;NA;Chironominae
2022-08-02;3;P06;CON;2;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;NA;NA;39;NA;NA;elegans
2022-08-02;3;P06;CON;2;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;graellsii;NA;NA;11;NA;NA;graellsii
2022-08-02;3;P06;CON;2;N;1;Arthropoda;Insecta;Heteroptera;Corixinae;Sigara;nigrolineata;NA;NA;8;NA;NA;nigrolineata
2022-08-02;3;P06;CON;2;N;1;Arthropoda;Insecta;Diptera;Culicinae;Anopheles;NA;NA;NA;2;NA;NA;Anopheles
2022-08-02;3;P06;CON;2;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;NA;6;NA;NA;Culex
2022-08-02;3;P06;CON;2;N;1;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;NA;Adult;11;NA;NA;oryzophilus
2022-08-02;3;P06;CON;2;N;1;Crustacea;Branchiopoda;Cladocera;Daphniidae/ Moinidae;NA;NA;NA;NA;4;NA;NA;Daphniidae/ Moinidae
2022-08-02;3;P06;CON;2;N;1;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Enochrus;NA;NA;Larvae;1;NA;NA;Enochrus
2022-08-02;3;P06;CON;2;N;1;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;NA;NA;1;NA;NA;fonscolombii
2022-08-02;3;P06;CON;2;Y;2;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;NA;NA;86;NA;NA;peregra
2022-08-02;3;P06;CON;2;N;1;Arthropoda;Insecta;Heteroptera;Mesoveliidae;Mesovelia;vittigera;NA;NA;1;NA;NA;vittigera
2022-08-02;3;P06;CON;2;N;1;Arthropoda;Insecta;Heteroptera;Notonectidae;Anisops;sardeus;NA;NA;3;NA;NA;sardeus
2022-08-02;3;P06;CON;2;Y;2;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;72;NA;NA;acuta
2022-08-02;3;P06;CON;2;N;1;Mollusca;Gastropoda;Basommatophora;Planorbidae;Planorbis;carinatus;NA;NA;1;NA;NA;carinatus
2022-08-02;3;P06;CON;2;N;1;Arthropoda;Insecta;Diptera;Tanypodinae;NA;NA;NA;NA;1;NA;NA;Tanypodinae
2022-08-02;3;P06;CON;2;N;1;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;NA;NA;27;NA;NA;pygmaea
2022-08-02;3;P06;CON;2;N;1;NA;NA;NA;NA;NA;NA;No identificado 1;NA;1;NA;NA;NA
2022-08-02;3;P06;CON;2;N;1;NA;NA;NA;NA;NA;NA;Sigara dorsalis;NA;1;NA;Enviado;NA
2022-08-02;3;P06;CON;2;Y;2;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;661;NA;NA;Cyclopoida
2022-08-02;3;P07;MSD;3;N;1;Arthropoda;Insecta;Ephemeroptera;Baetidae;NA;NA;NA;NA;1;NA;NA;Baetidae
2022-08-02;3;P07;MSD;3;N;1;Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis;NA;NA;NA;1;NA;NA;Caenis
2022-08-02;3;P07;MSD;3;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;Pupa;1;NA;NA;Chironominae
2022-08-02;3;P07;MSD;3;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;23;NA;NA;Chironominae
2022-08-02;3;P07;MSD;3;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;NA;NA;33;NA;NA;elegans
2022-08-02;3;P07;MSD;3;N;1;Arthropoda;Insecta;Heteroptera;Corixinae;Sigara;nigrolineata;NA;NA;1;NA;NA;nigrolineata
2022-08-02;3;P07;MSD;3;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;NA;1;NA;NA;Culex
2022-08-02;3;P07;MSD;3;N;1;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;NA;Adult;2;NA;NA;oryzophilus
2022-08-02;3;P07;MSD;3;N;1;Crustacea;Branchiopoda;Cladocera;Daphniidae/ Moinidae;NA;NA;NA;NA;3;NA;NA;Daphniidae/ Moinidae
2022-08-02;3;P07;MSD;3;N;1;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Helochares;NA;NA;Larvae;1;NA;NA;Helochares
2022-08-02;3;P07;MSD;3;N;1;Arthropoda;Insecta;Heteroptera;Mesoveliidae;Mesovelia;vittigera;NA;NA;1;NA;NA;vittigera
2022-08-02;3;P07;MSD;3;N;1;Arthropoda;Insecta;Heteroptera;Notonectidae;Anisops;sardeus;NA;NA;12;NA;NA;sardeus
2022-08-02;3;P07;MSD;3;N;1;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;17;NA;NA;acuta
2022-08-02;3;P07;MSD;3;N;1;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;NA;NA;17;NA;NA;pygmaea
